first_word,first_code_emoji,first_code,max_num_second_word_in_strategy,assigned_second_guess,is_bin_solved,n_answers_in_bin,bin_probability,assigned_score_entropy,selected_second_guess_list
crane,🟨⬛🟩⬛🟩,10202,1,toils,False,4,0.0017,0.6021,toils
crane,🟩⬛🟨⬛🟩,20102,1,toils,False,4,0.0017,0.6021,toils
crane,🟩⬛🟨🟨⬛,20110,1,toils,False,4,0.0017,0.6021,toils
crane,🟩🟨🟨⬛🟨,21101,1,toils,False,4,0.0017,0.4515,toils
crane,🟩🟨🟩⬛⬛,21200,1,toils,False,4,0.0017,0.4515,toils
crane,🟩🟩⬛⬛🟩,22002,1,toils,False,4,0.0017,0.2442,toils
crane,⬛⬛🟨🟩🟨,00121,1,toils,False,3,0.0013,0.2764,toils
crane,⬛🟩🟨⬛🟩,02102,1,toils,False,3,0.0013,0.4771,toils
crane,🟨🟨⬛⬛🟩,11002,1,toils,False,3,0.0013,0.4771,toils
crane,🟨🟨🟩⬛⬛,11200,1,toils,False,3,0.0013,0.2764,toils
crane,🟨🟩⬛⬛🟩,12002,1,toils,False,3,0.0013,0.4771,toils
crane,🟨🟩🟩⬛⬛,12200,1,toils,False,3,0.0013,0.2764,toils
crane,🟨🟩🟩⬛🟩,12202,1,toils,False,3,0.0013,0.2764,toils
crane,🟩⬛🟩⬛🟩,20202,1,toils,False,3,0.0013,0.2764,toils
crane,🟩⬛🟩🟩⬛,20220,1,toils,False,3,0.0013,0.2764,toils
crane,🟩🟨⬛⬛🟩,21002,1,toils,False,3,0.0013,0.4771,toils
crane,🟩🟩🟩⬛🟩,22202,1,toils,False,3,0.0013,0.2764,toils
crane,⬛⬛🟨🟩🟩,00122,1,toils,False,2,0.0009,0.3010,toils
crane,⬛⬛🟩🟨🟩,00212,1,toils,False,2,0.0009,0.3010,toils
crane,⬛⬛🟩🟩🟨,00221,1,toils,False,2,0.0009,0.3010,toils
crane,⬛⬛🟩🟩🟩,00222,1,toils,False,2,0.0009,0.3010,toils
crane,⬛🟨🟩🟨🟨,01211,1,toils,False,2,0.0009,0.3010,toils
crane,⬛🟩⬛🟨🟨,02011,1,toils,False,2,0.0009,-0.0000,toils
crane,🟨⬛⬛🟨🟨,10011,1,toils,False,2,0.0009,-0.0000,toils
crane,🟨⬛⬛🟩🟩,10022,1,toils,False,2,0.0009,0.3010,toils
crane,🟨⬛🟨⬛🟩,10102,1,toils,False,2,0.0009,0.3010,toils
crane,🟨⬛🟨🟨🟨,10111,1,toils,False,2,0.0009,0.3010,toils
crane,🟨⬛🟨🟨🟩,10112,1,toils,False,2,0.0009,0.3010,toils
crane,🟨⬛🟩🟨⬛,10210,1,toils,False,2,0.0009,0.3010,toils
crane,🟨🟨⬛🟨⬛,11010,1,toils,False,2,0.0009,0.3010,toils
crane,🟨🟨🟨⬛🟨,11101,1,toils,False,2,0.0009,-0.0000,toils
crane,🟨🟨🟨🟨⬛,11110,1,toils,False,2,0.0009,0.3010,toils
crane,🟨🟨🟩⬛🟨,11201,1,toils,False,2,0.0009,0.3010,toils
crane,🟨🟩⬛⬛🟨,12001,1,toils,False,2,0.0009,0.3010,toils
crane,🟩⬛🟨🟩⬛,20120,1,toils,False,2,0.0009,0.3010,toils
crane,🟩🟩🟨⬛🟨,22101,1,toils,False,2,0.0009,-0.0000,toils
crane,⬛🟨⬛🟩🟩,01022,1,toils,True,1,0.0004,-0.0000,toils
crane,⬛🟨🟨🟨🟩,01112,1,toils,True,1,0.0004,-0.0000,toils
crane,⬛🟨🟨🟩⬛,01120,1,toils,True,1,0.0004,-0.0000,toils
crane,⬛🟨🟩🟨⬛,01210,1,toils,True,1,0.0004,-0.0000,toils
crane,⬛🟨🟩🟨🟩,01212,1,toils,True,1,0.0004,-0.0000,toils
crane,⬛🟩⬛🟩🟨,02021,1,toils,True,1,0.0004,-0.0000,toils
crane,⬛🟩🟨🟩🟨,02121,1,toils,True,1,0.0004,-0.0000,toils
crane,🟨⬛⬛🟩⬛,10020,1,toils,True,1,0.0004,-0.0000,toils
crane,🟨⬛⬛🟩🟨,10021,1,toils,True,1,0.0004,-0.0000,toils
crane,🟨⬛🟩🟨🟨,10211,1,toils,True,1,0.0004,-0.0000,toils
crane,🟨⬛🟩🟩⬛,10220,1,toils,True,1,0.0004,-0.0000,toils
crane,🟨🟨⬛🟨🟨,11011,1,toils,True,1,0.0004,-0.0000,toils
crane,🟨🟨🟨⬛🟩,11102,1,toils,True,1,0.0004,-0.0000,toils
crane,🟨🟨🟩⬛🟩,11202,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩⬛⬛🟨🟨,20011,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩⬛⬛🟩🟩,20022,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩⬛🟨🟨🟨,20111,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩⬛🟨🟨🟩,20112,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩⬛🟩🟨⬛,20210,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟨⬛🟨⬛,21010,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟨⬛🟩⬛,21020,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟨🟨⬛🟩,21102,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟨🟨🟨⬛,21110,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟩⬛🟨⬛,22010,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟩⬛🟩⬛,22020,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟩⬛🟩🟩,22022,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟩🟨⬛⬛,22100,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟩🟩🟩⬛,22220,1,toils,True,1,0.0004,-0.0000,toils
crane,🟩🟩🟩🟩🟩,22222,1,toils,True,1,0.0004,-0.0000,toils
