first_word,first_code_emoji,first_code,max_num_second_word_in_strategy,assigned_second_guess,is_bin_solved,n_answers_in_bin,bin_probability,assigned_score_entropy,selected_second_guess_list
crane,🟩🟨⬛⬛🟩,21002,5,toils,False,3,0.0013,0.4771,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩🟩⬛🟩,22202,5,toils,False,3,0.0013,0.2764,"spilt,fudgy,south,toils,pilot"
crane,⬛⬛🟨🟩🟩,00122,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,⬛⬛🟩🟨🟩,00212,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,⬛⬛🟩🟩🟨,00221,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,⬛⬛🟩🟩🟩,00222,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,⬛🟨🟩🟨🟨,01211,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,⬛🟩⬛🟨🟨,02011,5,spilt,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛⬛🟨🟨,10011,5,toils,False,2,0.0009,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛⬛🟩🟩,10022,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛🟨⬛🟩,10102,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛🟨🟨🟨,10111,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛🟨🟨🟩,10112,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛🟩🟨⬛,10210,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨🟨⬛🟨⬛,11010,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨🟨🟨⬛🟨,11101,5,spilt,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨🟨🟨🟨⬛,11110,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨🟨🟩⬛🟨,11201,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟨🟩⬛⬛🟨,12001,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟩⬛🟨🟩⬛,20120,5,toils,False,2,0.0009,0.3010,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩🟨⬛🟨,22101,5,toils,False,2,0.0009,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,⬛🟨⬛🟩🟩,01022,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,⬛🟨🟨🟨🟩,01112,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,⬛🟨🟨🟩⬛,01120,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,⬛🟨🟩🟨⬛,01210,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,⬛🟨🟩🟨🟩,01212,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,⬛🟩⬛🟩🟨,02021,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,⬛🟩🟨🟩🟨,02121,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛⬛🟩⬛,10020,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛⬛🟩🟨,10021,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛🟩🟨🟨,10211,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨⬛🟩🟩⬛,10220,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨🟨⬛🟨🟨,11011,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨🟨🟨⬛🟩,11102,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟨🟨🟩⬛🟩,11202,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩⬛⬛🟨🟨,20011,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩⬛⬛🟩🟩,20022,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩⬛🟨🟨🟨,20111,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩⬛🟨🟨🟩,20112,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩⬛🟩🟨⬛,20210,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟨⬛🟨⬛,21010,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟨⬛🟩⬛,21020,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟨🟨⬛🟩,21102,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟨🟨🟨⬛,21110,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩⬛🟨⬛,22010,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩⬛🟩⬛,22020,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩⬛🟩🟩,22022,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩🟨⬛⬛,22100,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩🟩🟩⬛,22220,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
crane,🟩🟩🟩🟩🟩,22222,5,toils,True,1,0.0004,-0.0000,"spilt,fudgy,south,toils,pilot"
